 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Encoder 3 Pos   Control Effort
   586    5.189               0             -23             -28             -33          0.0904;
   587    5.197               0             -22             -28             -33         -0.1313;
   588    5.206               0             -22             -28             -33          0.0904;
   589    5.215               0             -23             -28             -32          0.0916;
   590    5.224               0             -23             -28             -32          0.0922;
   591    5.233               0             -22             -28             -32         -0.1300;
   592    5.242               0             -23             -28             -32          0.3132;
   593    5.251               0             -23             -28             -32          0.0928;
   594    5.259               0             -23             -27             -32          0.0934;
   595    5.268               0             -22             -27             -32         -0.1288;
   596    5.277               0             -22             -27             -32          0.0928;
   597    5.286               0             -23             -27             -32          0.3150;
   598    5.295               0             -23             -27             -32          0.3156;
   599    5.304               0             -22             -27             -32          0.0934;
   600    5.313               0             -22             -27             -32          0.0940;
   601    5.321               0             -21             -27             -32          0.0928;
   602    5.330               0             -21             -27             -32          0.0934;
   603    5.339               0             -21             -27             -32          0.0934;
   604    5.348               0             -21             -27             -32          0.0940;
   605    5.357               0             -21             -27             -32         -0.0171;
   606    5.366               0             -20             -27             -31          0.0934;
   607    5.374               0             -20             -26             -31          0.0934;
   608    5.383               0             -20             -26             -31          0.0940;
   609    5.392               0             -20             -26             -31          0.0940;
   610    5.401               0             -20             -26             -31          0.0946;
   611    5.410               0             -20             -26             -31          0.0946;
   612    5.419               0             -20             -25             -30          0.0952;
   613    5.428               0             -20             -25             -30          0.0952;
   614    5.436               0             -19             -25             -30          0.0946;
   615    5.445               0             -19             -25             -30          0.0946;
   616    5.454               0             -19             -24             -29          0.0946;
   617    5.463               0             -19             -24             -29          0.0952;
   618    5.472               0             -19             -24             -29          0.0952;
   619    5.481               0             -19             -24             -29          0.0958;
   620    5.490               0             -19             -24             -28          0.0958;
   621    5.498               0             -18             -23             -28          0.0952;
   622    5.507               0             -18             -23             -28          0.0952;
   623    5.516               0             -18             -23             -28          0.0958;
   624    5.525               0             -18             -23             -28          0.0958;
   625    5.534               0             -18             -23             -28          0.0958;
   626    5.543               0             -18             -23             -28          0.0965;
   627    5.552               0             -18             -22             -28          0.0965;
   628    5.560               0             -18             -22             -27          0.0971;
   629    5.569               0             -17             -22             -27          0.0958;
   630    5.578               0             -17             -22             -27          0.0965;
   631    5.587               0             -17             -22             -27          0.0965;
   632    5.596               0             -17             -22             -27          0.0965;
   633    5.605               0             -17             -22             -27          0.0971;
   634    5.614               0             -17             -22             -27          0.0971;
   635    5.622               0             -17             -22             -27          0.0977;
   636    5.631               0             -17             -22             -27          0.0977;
   637    5.640               0             -16             -22             -27          0.0965;
   638    5.649               0             -16             -22             -27         -0.1239;
   639    5.658               0             -17             -22             -27          0.0983;
   640    5.667               0             -17             -22             -27          0.0983;
   641    5.676               0             -17             -22             -27          0.0989;
   642    5.684               0             -17             -22             -27          0.0989;
   643    5.693               0             -16             -22             -27         -0.1227;
   644    5.702               0             -17             -22             -27          0.3205;
   645    5.711               0             -17             -22             -27          0.0995;
   646    5.720               0             -16             -22             -27         -0.1221;
   647    5.729               0             -16             -22             -27          0.0989;
   648    5.738               0             -17             -22             -27          0.3211;
   649    5.746               0             -17             -22             -27          0.1007;
   650    5.755               0             -16             -22             -27         -0.1209;
   651    5.764               0             -16             -22             -27          0.1001;
   652    5.773               0             -17             -22             -27          0.3223;
   653    5.782               0             -17             -22             -27          0.1013;
   654    5.791               0             -16             -22             -27         -0.1203;
   655    5.799               0             -16             -22             -27          0.1007;
   656    5.808               0             -16             -22             -27          0.1013;
   657    5.817               0             -16             -22             -27          0.1013;
   658    5.826               0             -16             -22             -27          0.1013;
   659    5.835               0             -16             -22             -27          0.1020;
   660    5.844               0             -15             -22             -27          0.1007;
   661    5.853               0             -15             -22             -27          0.1007;
   662    5.861               0             -15             -21             -27          0.1013;
   663    5.870               0             -15             -21             -27          0.1013;
   664    5.879               0             -15             -21             -27         -0.0092;
   665    5.888               0             -15             -21             -27          0.3230;
   666    5.897               0             -15             -21             -26          0.1020;
   667    5.906               0             -14             -21             -26          0.1013;
   668    5.915               0             -15             -20             -26          0.1026;
   669    5.923               0             -15             -20             -26          0.1026;
   670    5.932               0             -15             -20             -25          0.1032;
   671    5.941               0             -15             -20             -25          0.1032;
   672    5.950               0             -14             -20             -25          0.1020;
   673    5.959               0             -15             -20             -25          0.3242;
   674    5.968               0             -14             -20             -25         -0.1184;
   675    5.977               0             -14             -19             -25          0.1026;
   676    5.985               0             -15             -19             -25          0.3248]
